id,name,description,artifact
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$IsLessThanOrEqualToRecipe,Refaster template `ComparatorRules.IsLessThanOrEqualTo`,Don't explicitly compare enums by their ordinal.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$IsLessThanRecipe,Refaster template `ComparatorRules.IsLessThan`,Don't explicitly compare enums by their ordinal.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$MaxByNaturalOrderRecipe,Refaster template `ComparatorRules.MaxByNaturalOrder`,Prefer `Comparator#naturalOrder()` over `Comparator#reverseOrder()` where possible.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$MaxOfArrayRecipe,Refaster template `ComparatorRules.MaxOfArray`,Avoid unnecessary creation of a `Stream` to determine the maximum of a known collection of values.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$MinByNaturalOrderRecipe,Refaster template `ComparatorRules.MinByNaturalOrder`,Prefer `Comparator#naturalOrder()` over `Comparator#reverseOrder()` where possible.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$MinOfArrayRecipe,Refaster template `ComparatorRules.MinOfArray`,Avoid unnecessary creation of a `Stream` to determine the minimum of a known collection of values.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ReverseOrderRecipe,Refaster template `ComparatorRules.ReverseOrder`,Prefer `Comparator#reverseOrder()` over more complicated constructs.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingCustomRecipe,Refaster template `ComparatorRules.ThenComparingCustom`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingCustomReversedRecipe,Refaster template `ComparatorRules.ThenComparingCustomReversed`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingDoubleRecipe,Refaster template `ComparatorRules.ThenComparingDouble`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingIntRecipe,Refaster template `ComparatorRules.ThenComparingInt`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingLongRecipe,Refaster template `ComparatorRules.ThenComparingLong`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingRecipe,Refaster template `ComparatorRules.ThenComparing`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.ComparatorRulesRecipes$ThenComparingReversedRecipe,Refaster template `ComparatorRules.ThenComparingReversed`,Don't explicitly create `Comparator`s unnecessarily.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes,`DoubleStreamRules` Refaster recipes,Refaster rules related to expressions dealing with `DoubleStream`s. [Source](https://error-prone.picnic.tech/refasterrules/DoubleStreamRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$ConcatOneDoubleStreamRecipe,Refaster template `DoubleStreamRules.ConcatOneDoubleStream`,Don't unnecessarily call `Streams#concat(DoubleStream...)`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$ConcatTwoDoubleStreamsRecipe,Refaster template `DoubleStreamRules.ConcatTwoDoubleStreams`,Prefer `DoubleStream#concat(DoubleStream DoubleStream)` over the Guava alternative.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamAllMatchRecipe,Refaster template `DoubleStreamRules.DoubleStreamAllMatch`,Recipe created for the following Refaster template: ```java static final class DoubleStreamAllMatch {          @BeforeTemplate     boolean before(DoubleStream stream DoublePredicate predicate) {         return stream.noneMatch(predicate.negate());     }          @AfterTemplate     boolean after(DoubleStream stream DoublePredicate predicate) {         return stream.allMatch(predicate);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamAnyMatchRecipe,Refaster template `DoubleStreamRules.DoubleStreamAnyMatch`,Prefer `DoubleStream#anyMatch(DoublePredicate)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamFilterSortedRecipe,Refaster template `DoubleStreamRules.DoubleStreamFilterSorted`,Apply `DoubleStream#filter(DoublePredicate)` before `DoubleStream#sorted()` to reduce the number of elements to sort.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamIsEmptyRecipe,Refaster template `DoubleStreamRules.DoubleStreamIsEmpty`,In order to test whether a stream has any element simply try to find one.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamIsNotEmptyRecipe,Refaster template `DoubleStreamRules.DoubleStreamIsNotEmpty`,In order to test whether a stream has any element simply try to find one.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamMinRecipe,Refaster template `DoubleStreamRules.DoubleStreamMin`,Recipe created for the following Refaster template: ```java static final class DoubleStreamMin {          @BeforeTemplate     OptionalDouble before(DoubleStream stream) {         return stream.sorted().findFirst();     }          @AfterTemplate     OptionalDouble after(DoubleStream stream) {         return stream.min();     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamNoneMatchRecipe,Refaster template `DoubleStreamRules.DoubleStreamNoneMatch`,Prefer `DoubleStream#noneMatch(DoublePredicate)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.DoubleStreamRulesRecipes$DoubleStreamTakeWhileRecipe,Refaster template `DoubleStreamRules.DoubleStreamTakeWhile`,Recipe created for the following Refaster template: ```java static final class DoubleStreamTakeWhile {          @BeforeTemplate     DoubleStream before(DoubleStream stream DoublePredicate predicate) {         return stream.takeWhile(predicate).filter(predicate);     }          @AfterTemplate     DoubleStream after(DoubleStream stream DoublePredicate predicate) {         return stream.takeWhile(predicate);     } } ``` .,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes,`EqualityRules` Refaster recipes,Refaster rules related to expressions dealing with (in)equalities. [Source](https://error-prone.picnic.tech/refasterrules/EqualityRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$DoubleNegationRecipe,Refaster template `EqualityRules.DoubleNegation`,Avoid double negations; this is not Javascript.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$EnumReferenceEqualityLambdaRecipe,Refaster template `EqualityRules.EnumReferenceEqualityLambda`,Prefer reference-based equality for enums.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$EnumReferenceEqualityRecipe,Refaster template `EqualityRules.EnumReferenceEquality`,Prefer reference-based equality for enums.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$EqualsPredicateRecipe,Refaster template `EqualityRules.EqualsPredicate`,Prefer `Object#equals(Object)` over the equivalent lambda function.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$EqualsRecipe,Refaster template `EqualityRules.Equals`,Avoid contrived ways of handling `null` values during equality testing.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$IndirectDoubleNegationRecipe,Refaster template `EqualityRules.IndirectDoubleNegation`,Don't negate an inequality test or use the ternary operator to compare two booleans; directly test for equality instead.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$NegationRecipe,Refaster template `EqualityRules.Negation`,Don't negate an equality test or use the ternary operator to compare two booleans; directly test for inequality instead.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.EqualityRulesRecipes$ObjectsEqualsRecipe,Refaster template `EqualityRules.ObjectsEquals`,Avoid contrived ways of handling `null` values during equality testing.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes,`FileRules` Refaster recipes,Refaster rules related to expressions dealing with files. [Source](https://error-prone.picnic.tech/refasterrules/FileRules).,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FileMkDirsFileExistsRecipe,Refaster template `FileRules.FileMkDirsFileExists`,Invoke `File#mkdirs()` before `File#exists()` to avoid concurrency issues.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesCreateTempFileInCustomDirectoryToFileRecipe,Prefer `Files#createTempFile(Path String String FileAttribute[])` over alternatives that create files with more liberal permissions,Note that `File#createTempFile` treats the given prefix as a path and ignores all but  its file name. That is the actual prefix used is derived from all characters following the  final file separator (if any). This is not the case with `Files#createTempFile` which  will instead throw an `IllegalArgumentException` if the prefix contains any file  separators.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesCreateTempFileToFileRecipe,Prefer `Files#createTempFile(String String FileAttribute[])` over alternatives that create files with more liberal permissions,Note that `File#createTempFile` treats the given prefix as a path and ignores all but  its file name. That is the actual prefix used is derived from all characters following the  final file separator (if any). This is not the case with `Files#createTempFile` which  will instead throw an `IllegalArgumentException` if the prefix contains any file  separators.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesNewBufferedReaderPathOfRecipe,Refaster template `FileRules.FilesNewBufferedReaderPathOf`,Prefer `Files#newBufferedReader(Path)` over more verbose or contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesNewBufferedReaderPathOfWithCharsetRecipe,Refaster template `FileRules.FilesNewBufferedReaderPathOfWithCharset`,Prefer `Files#newBufferedReader(Path Charset)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesNewBufferedReaderToPathRecipe,Refaster template `FileRules.FilesNewBufferedReaderToPath`,Prefer `Files#newBufferedReader(Path)` over more verbose or contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesNewBufferedReaderToPathWithCharsetRecipe,Refaster template `FileRules.FilesNewBufferedReaderToPathWithCharset`,Prefer `Files#newBufferedReader(Path Charset)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesReadStringRecipe,Refaster template `FileRules.FilesReadString`,Prefer `Files#readString(Path)` over more verbose alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$FilesReadStringWithCharsetRecipe,Refaster template `FileRules.FilesReadStringWithCharset`,Prefer `Files#readString(Path Charset)` over more contrived alternatives.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$PathInstanceRecipe,Refaster template `FileRules.PathInstance`,Avoid redundant conversions from `Path` to `File`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
tech.picnic.errorprone.refasterrules.FileRulesRecipes$PathOfUriRecipe,Refaster template `FileRules.PathOfUri`,Prefer the more idiomatic `Path#of(URI)` over `Paths#get(URI)`.,org.openrewrite.recipe:rewrite-third-party:0.31.0-20251027.113902-6
